"ID" "Sex" "BleedTime" "Age" "Weight" "rawDOB" "timeDOB" "normBleed" "residNormBleed"
"296" 21678 "F" 2.5 147 17 "2017-05-31" 76 0.517891453898414 0.772259577999427
"297" 21677 "F" 8 147 20 "2017-05-31" 76 1.69182103958333 1.94618916368434
"298" 21682 "F" 2 147 19 "2017-05-31" 76 0.10436893498713 0.358737059088143
"299" 21674 "F" 1.5 142 28 "2017-06-05" 77 -0.446949062026105 -0.172487705694174
"300" 21680 "F" 3 147 17 "2017-05-31" 76 0.758147443144371 1.01251556724538
"301" 21696 "F" 8 137 17 "2017-06-10" 77 1.69182103958333 1.96646418436573
"302" 21684 "F" 2 148 20 "2017-05-30" 76 0.10436893498713 0.358700701398049
"303" 21688 "F" 1 139 18 "2017-06-08" 77 -1.20237274604628 -0.927802316644064
"304" 21685 "F" 1 148 20 "2017-05-30" 76 -1.20237274604628 -0.948040979635359
"305" 21690 "F" 1.5 138 21 "2017-06-09" 77 -0.446949062026105 -0.172342274933798
"306" 21686 "F" 1 148 23 "2017-05-30" 76 -1.20237274604628 -0.948040979635359
"307" 21716 "F" 2 136 21 "2017-06-11" 77 0.10436893498713 0.379048437459626
"308" 21717 "F" 1 128 17 "2017-06-19" 77 -1.20237274604628 -0.927402382053029
"309" 21719 "F" 1.5 128 16 "2017-06-19" 77 -0.446949062026105 -0.171978698032857
"310" 21715 "F" 1.5 136 16 "2017-06-11" 77 -0.446949062026105 -0.172269559553609
"311" 21718 "F" 4 128 23 "2017-06-19" 77 1.08690660805893 1.36187697205217
"312" 21714 "F" 2 136 18 "2017-06-11" 77 0.10436893498713 0.379048437459626
"313" 21708 "F" 1 139 21 "2017-06-08" 77 -1.20237274604628 -0.927802316644064
"314" 21700 "F" 1.5 141 21 "2017-06-06" 77 -0.446949062026105 -0.17245134800408
"315" 21699 "F" 2 141 21 "2017-06-06" 77 0.10436893498713 0.378866649009155
"316" 21710 "F" 1 139 18 "2017-06-08" 77 -1.20237274604628 -0.927802316644064
"317" 21704 "F" 1.5 135 31 "2017-06-12" 77 -0.446949062026105 -0.172233201863515
"318" 21703 "F" 2 141 25 "2017-06-06" 77 0.10436893498713 0.378866649009155
"319" 21591 "F" 3 156 16 "2017-05-22" 76 0.758147443144371 1.01218834803454
"320" 21593 "F" 1.5 156 16 "2017-05-22" 76 -0.446949062026105 -0.192908157135939
"321" 21595 "F" 1 162 22 "2017-05-16" 76 -1.20237274604628 -0.948549987296676
"322" 21594 "F" 1 162 21 "2017-05-16" 76 -1.20237274604628 -0.948549987296676
"323" 21600 "F" 3 159 32 "2017-05-19" 76 0.758147443144371 1.01207927496425
"324" 21596 "F" 1 162 20 "2017-05-16" 76 -1.20237274604628 -0.948549987296676
"325" 21601 "F" 2.5 159 23 "2017-05-19" 76 0.517891453898414 0.771823285718298
"326" 21597 "F" 1 162 23 "2017-05-16" 76 -1.20237274604628 -0.948549987296676
"327" 21612 "F" 2 162 22 "2017-05-16" 76 0.10436893498713 0.358191693736731
"328" 21614 "F" 1.5 162 23 "2017-05-16" 76 -0.446949062026105 -0.193126303276504
"329" 21603 "F" 1 162 18 "2017-05-16" 76 -1.20237274604628 -0.948549987296676
"330" 21610 "F" 2 162 24 "2017-05-16" 76 0.10436893498713 0.358191693736731
"331" 21608 "F" 8 156 21 "2017-05-22" 76 1.69182103958333 1.9458619444735
"332" 21613 "F" 4.5 162 20 "2017-05-16" 76 1.17675148860517 1.43057424735477
"333" 21627 "F" 1 156 17 "2017-05-22" 76 -1.20237274604628 -0.948331841156111
"334" 21623 "F" 1 163 19 "2017-05-15" 76 -1.20237274604628 -0.948586344986771
"335" 21620 "F" 1 156 18 "2017-05-22" 76 -1.20237274604628 -0.948331841156111
"336" 21625 "F" 2 159 22 "2017-05-19" 76 0.10436893498713 0.358300766807014
"337" 21615 "F" 2 162 19 "2017-05-16" 76 0.10436893498713 0.358191693736731
"338" 21624 "F" 1.5 163 17 "2017-05-15" 76 -0.446949062026105 -0.193162660966598
"339" 21725 "M" 1 134 18 "2017-06-13" 77 -1.20237274604628 -1.09624154525064
"340" 21724 "M" 1 134 21 "2017-06-13" 77 -1.20237274604628 -1.09624154525064
"341" 21732 "M" 1 131 21 "2017-06-16" 77 -1.20237274604628 -1.09613247218036
"342" 21729 "M" 1.5 134 21 "2017-06-13" 77 -0.446949062026105 -0.340817861230467
"343" 21731 "M" 1 131 26 "2017-06-16" 77 -1.20237274604628 -1.09613247218036
"345" 21765 "M" 1.5 127 28 "2017-06-20" 77 -0.446949062026105 -0.340563357399808
"346" 21770 "M" 1.5 121 25 "2017-06-26" 77 -0.446949062026105 -0.340345211259243
"347" 21771 "M" 2 121 27 "2017-06-26" 77 0.10436893498713 0.210972785753992
"348" 21767 "M" 2 127 23 "2017-06-20" 77 0.10436893498713 0.210754639613427
"349" 21772 "F" 0.5 121 21 "2017-06-26" 77 -2.80460782910334 -2.52938296127943
"350" 21764 "F" 2 127 16 "2017-06-20" 77 0.10436893498713 0.379375656670473
"351" 21768 "F" 1.5 127 18 "2017-06-20" 77 -0.446949062026105 -0.171942340342763
"352" 21775 "F" 1 124 15 "2017-06-23" 77 -1.20237274604628 -0.927256951292652
"353" 21776 "F" 1 124 14 "2017-06-23" 77 -1.20237274604628 -0.927256951292652
"354" 21795 "F" 1.5 114 17 "2017-07-03" 78 -0.446949062026105 -0.151558246591091
"355" 21789 "F" 1 114 20 "2017-07-03" 78 -1.20237274604628 -0.906981930611263
"356" 21791 "F" 1 114 15 "2017-07-03" 78 -1.20237274604628 -0.906981930611263
"357" 21792 "F" 1.5 114 16 "2017-07-03" 78 -0.446949062026105 -0.151558246591091
"358" 21797 "F" 1 114 15 "2017-07-03" 78 -1.20237274604628 -0.906981930611263
"359" 21796 "F" 1 114 14 "2017-07-03" 78 -1.20237274604628 -0.906981930611263
"360" 21586 "F" 2.3 246 21 "2017-05-19" 76 0.408891009167623 0.65965972194932
"361" 21592 "F" 2.8 246 20 "2017-05-22" 76 0.633436918311946 0.884205631093642
"362" 21583 "F" 2.8 247 21 "2017-05-19" 76 0.633436918311946 0.884169273403548
"363" 21588 "F" 2.3 242 19 "2017-05-22" 76 0.408891009167623 0.659805152709696
"364" 21628 "M" 1.3 246 21 "2017-05-22" 76 -0.720799723462029 -0.638652027737378
"365" 21579 "M" 1 252 24 "2017-05-16" 76 -1.20237274604628 -1.12044319646219
"366" 21578 "M" 1.5 249 24 "2017-05-16" 76 -0.446949062026105 -0.364910439371737
"367" 21640 "M" 1.8 244 23 "2017-05-24" 76 -0.177721033973639 -0.0955006228688
"368" 21638 "M" 1.5 241 22 "2017-05-24" 76 -0.446949062026105 -0.364619577850984
"369" 21580 "M" 1.3 248 25 "2017-05-16" 76 -0.720799723462029 -0.638724743117567
"370" 21642 "M" 1.8 244 24 "2017-05-24" 76 -0.177721033973639 -0.0955006228688
"371" 21643 "M" 1.5 244 26 "2017-05-24" 76 -0.446949062026105 -0.364728650921266
"372" 21644 "M" 1.3 239 24 "2017-05-24" 76 -0.720799723462029 -0.63839752390672
"373" 21632 "M" 1.5 249 24 "2017-05-19" 76 -0.446949062026105 -0.364910439371737
"374" 21646 "M" 1.3 244 32 "2017-05-24" 76 -0.720799723462029 -0.63857931235719
"375" 21584 "M" 0.8 249 20 "2017-05-19" 76 -2.49503534467623 -2.41299672202186
"376" 21633 "M" 1.3 249 18 "2017-05-19" 76 -0.720799723462029 -0.638761100807661
"377" 21574 "M" 1.3 246 28 "2017-05-18" 76 -0.720799723462029 -0.638652027737378
"378" 21649 "M" 1.8 244 27 "2017-05-24" 76 -0.177721033973639 -0.0955006228688
"379" 22258 "F" 2.5 122 24 "2017-11-07" 82 0.517891453898414 0.892637182934467
"380" 22275 "F" 3.5 105 14 "2017-11-24" 82 0.954065718000542 1.32942952776819
"381" 22277 "F" 2 104 16 "2017-11-25" 82 0.10436893498713 0.479769102444877
"382" 22282 "F" 1 98 17 "2017-12-01" 83 -1.20237274604628 -0.806842988667518
"383" 22281 "F" 1.5 104 21 "2017-11-25" 82 -0.446949062026105 -0.0715488945683586
"384" 22279 "F" 1 106 14 "2017-11-26" 82 -1.20237274604628 -0.827045293968719
"385" 22278 "F" 1.5 104 14 "2017-11-25" 82 -0.446949062026105 -0.0715488945683586
"386" 22289 "F" 2 104 14 "2017-11-25" 82 0.10436893498713 0.479769102444877
"387" 22292 "F" 1.5 108 18 "2017-11-21" 82 -0.446949062026105 -0.071694325328735
"388" 22284 "F" 1 104 19 "2017-11-25" 82 -1.20237274604628 -0.826972578588531
"389" 22319 "M" 2 90 19 "2017-12-09" 83 0.10436893498713 0.331568536829597
"390" 22321 "M" 1 93 16 "2017-12-06" 83 -1.20237274604628 -0.975282217274093
"391" 22316 "M" 3.5 93 19 "2017-12-06" 83 0.954065718000542 1.18115624677273
"392" 22325 "M" 1.5 83 25 "2017-12-16" 83 -0.446949062026105 -0.21949495635298
"393" 22332 "M" 2 84 18 "2017-12-15" 83 0.10436893498713 0.331786682970162
"394" 22327 "M" 1 84 15 "2017-12-15" 83 -1.20237274604628 -0.974954998063246
"395" 22335 "M" 2.5 84 18 "2017-12-15" 83 0.517891453898414 0.745309201881446
"396" 22341 "M" 1 79 15 "2017-12-20" 83 -1.20237274604628 -0.974773209612775
"397" 22339 "M" 2.5 79 16 "2017-12-20" 83 0.517891453898414 0.745490990331916
"398" 22315 "M" 1.5 91 19 "2017-12-08" 83 -0.446949062026105 -0.219785817873733
